timestamp,RPM,Vibration_X,Vibration_Y,Vibration_Z,Temperature,Current_A,Pressure_PSI
11.7524,1343.06,-0.9192,-0.2035,-0.1043,75.3,16.494,62.57
11.7624,1342.26,-0.1847,0.845,0.2201,75.17,16.831,59.07
11.7724,1341.46,0.8043,-0.1656,-0.0408,75.01,17.33,63.51
11.7824,1340.66,-0.6199,-0.4854,0.1266,75.17,16.867,59.55
11.7924,1339.86,-1.1637,0.0829,-0.1541,75.21,16.069,62.71
11.8024,1339.06,0.3774,1.1233,-0.3254,75.17,16.456,62.36
11.8124,1338.27,1.249,0.0592,-0.2484,75.15,17.28,59.62
11.8224,1337.48,-0.0481,-1.3136,0.2955,75.18,16.829,62.63
11.8324,1336.68,-1.3014,0.3534,-0.2395,75.26,16.717,61.92
11.8424,1335.89,0.0269,0.8651,0.111,75.17,16.371,64.06
11.8524,1335.11,1.1113,-0.0531,-0.3372,75.19,17.233,61.25
11.8624,1334.32,-0.6186,-0.7752,0.3315,75.12,17.461,60.69
11.8724,1333.53,-0.8953,0.1584,-0.0987,75.08,17.253,60.11
11.8824,1332.75,0.489,0.8727,0.3048,75.08,17.333,58.23
11.8924,1331.97,0.5362,0.4523,-0.44,75.06,16.424,60.62
11.9024,1331.19,-0.2926,-0.6068,0.157,75.12,16.344,60.73
11.9124,1330.41,-1.2258,-0.4011,-0.2231,75.15,16.507,61.49
11.9224,1329.63,0.1439,0.7081,0.139,74.98,16.595,58.84
11.9324,1328.86,0.9203,0.3707,-0.2735,74.83,17.283,60.32
11.9424,1328.09,-0.8023,-1.5538,0.1292,74.78,17.141,61.55
11.9524,1327.31,-0.6911,-0.1679,-0.0537,74.94,16.819,61.87
11.9624,1326.54,0.3187,0.517,-0.1058,74.84,15.825,58.3
11.9724,1325.78,0.9878,0.0107,0.0854,74.8,15.688,62.16
11.9824,1325.01,-0.2576,-0.9485,0.2538,74.73,16.643,60.4
11.9924,1324.24,-0.4117,-0.2187,-0.1876,74.66,16.954,60.35
12.0024,1323.48,0.3624,0.7348,0.3173,74.66,16.465,57.22
12.0124,1322.72,0.6909,-0.1458,-0.399,74.79,17.454,62.76
12.0224,1321.96,-0.2883,-0.299,0.0816,74.82,15.946,61.24
12.0324,1321.2,-0.6556,0.3391,-0.1994,74.72,15.874,58.64
12.0424,1320.45,0.3398,0.5805,0.3861,74.98,16.138,61.54
12.0524,1319.69,0.8297,0.5226,-0.1883,74.97,16.11,61.48
12.0624,1318.94,-0.5359,-0.97,0.2488,74.89,16.716,62.57
12.0724,1318.19,-1.0152,-0.0941,-0.2698,75.01,16.233,60.47
12.0824,1317.44,-0.0953,0.8534,0.2544,74.95,15.661,61.07
12.0924,1316.69,1.3401,-0.0392,0.0702,75.1,16.872,59.79
12.1024,1315.95,-0.6987,-0.6223,0.3307,74.99,15.538,61.99
12.1124,1315.2,-1.022,-0.0936,-0.1936,75.12,15.873,59.87
12.1224,1314.46,0.1102,0.7483,0.2828,75.12,15.589,59.78
12.1324,1313.72,1.0814,-0.2018,-0.0948,75.23,16.495,60.78
12.1424,1312.98,-0.4144,-1.0899,0.2575,75.4,16.476,59.13
12.1524,1312.25,-0.4375,-0.534,-0.0147,75.26,17.333,63.03
12.1624,1311.51,0.124,0.8687,0.3472,75.37,16.823,63.71
12.1724,1310.78,0.8944,-0.1762,-0.2006,75.21,17.078,59.97
12.1824,1310.05,-0.5768,-0.9311,0.2778,75.08,16.493,58.68
12.1924,1309.32,-0.1661,0.2202,-0.239,74.98,15.852,61.39
12.2024,1308.6,-0.03,1.1637,0.0431,75.02,16.396,60.0
12.2124,1307.87,0.9015,0.1135,-0.222,75.0,16.619,62.4
12.2224,1307.15,-0.1363,-0.8847,0.1702,74.96,16.666,59.41
12.2324,1306.43,-0.6833,0.349,-0.4309,74.96,16.07,61.58
12.2424,1305.71,0.271,0.9923,0.3107,75.0,16.542,60.8
12.2525,1304.99,0.7674,0.0383,-0.5968,75.05,15.823,59.84
12.2625,1304.27,-0.3136,-1.2177,0.5889,75.14,15.759,61.26
12.2725,1303.56,-0.8493,-0.0211,0.0436,75.3,15.714,62.3
12.2825,1302.85,0.6161,1.0677,0.1426,75.27,16.276,60.92
12.2925,1302.14,1.4673,-0.039,-0.1803,75.2,15.667,61.07
12.3025,1301.43,-0.4943,-0.7867,0.2272,75.24,16.035,59.51
12.3125,1300.73,-1.214,-0.2091,-0.2701,75.11,16.69,62.26
12.3225,1300.02,0.3007,0.8126,0.2107,75.02,15.716,62.35
12.3325,1299.32,1.5759,-0.5044,-0.2034,75.1,15.97,60.12
12.3425,1298.62,-0.5684,-0.9132,0.1677,75.06,16.25,60.43
12.3525,1297.92,-0.3092,0.1254,-0.1546,74.92,16.329,62.63
12.3625,1297.23,0.8308,0.6991,-0.0152,74.75,15.948,58.83
12.3725,1296.53,0.6338,0.1294,-0.1759,74.74,16.583,61.23
12.3825,1295.84,-0.157,-1.0451,0.2064,74.83,16.476,59.55
12.3925,1295.15,-0.3103,-0.0255,-0.1626,74.93,16.743,63.01
12.4025,1294.47,0.2141,0.8011,0.1496,74.92,16.124,60.6
12.4125,1293.78,0.7367,-0.1199,-0.0113,75.1,15.9,62.54
12.4225,1293.1,-0.5025,-0.5213,0.1289,75.07,15.807,59.51
12.4325,1292.41,-1.1011,0.118,-0.1479,75.03,16.294,58.6
12.4425,1291.74,0.1333,0.7024,0.3766,74.76,15.944,60.08
12.4525,1291.06,0.4285,0.2381,-0.1939,74.69,15.839,60.81
12.4625,1290.38,-0.318,-0.7184,0.2142,74.76,15.892,59.65
12.4725,1289.71,-1.0256,0.0476,-0.1965,74.89,15.766,61.65
12.4825,1289.04,0.3986,0.4284,0.3677,74.79,16.199,60.0
12.4925,1288.37,0.3268,0.364,-0.2208,74.82,15.385,57.44
12.5025,1287.7,-0.2293,-0.9936,0.3746,74.9,16.235,61.16
12.5125,1287.04,-0.5425,-0.2011,-0.1977,74.88,16.414,58.93
12.5225,1286.37,-0.2694,1.5098,0.0533,74.63,15.777,59.77
12.5325,1285.71,0.9038,0.1865,-0.0803,74.64,17.021,62.26
12.5425,1285.05,0.0394,-0.9461,0.1365,74.69,16.061,62.89
12.5525,1284.4,-1.1534,-0.6617,-0.0892,74.58,15.263,59.53
12.5625,1283.74,0.8308,1.1962,-0.2272,74.53,15.896,61.04
12.5725,1283.09,0.9152,-0.2266,-0.1815,74.4,16.06,59.21
12.5825,1282.44,-0.5407,-1.0988,0.1134,74.12,16.245,59.4
12.5925,1281.79,-0.8053,-0.1919,-0.3418,74.21,15.884,59.06
12.6025,1281.15,0.4969,1.2012,0.0994,74.19,15.499,57.48
12.6125,1280.5,0.8103,0.3017,-0.2684,74.33,15.449,60.28
12.6225,1279.86,-0.1679,-0.8858,0.1752,74.4,15.662,60.52
12.6325,1279.22,-1.0627,-0.0307,-0.3875,74.34,15.703,59.03
12.6425,1278.59,0.3805,0.6955,0.2299,74.32,15.406,61.73
12.6525,1277.95,0.3614,0.1421,0.0225,74.35,15.6,59.39
12.6625,1277.32,-0.3633,-0.8265,0.2246,74.43,16.288,58.91
12.6725,1276.69,-1.0557,0.1357,-0.0611,74.44,16.775,60.5
12.6825,1276.06,0.1094,1.0858,0.3467,74.54,16.321,57.57
12.6925,1275.43,1.1544,0.2294,0.0029,74.49,16.588,61.12
12.7025,1274.81,-0.0028,-0.9339,0.4631,74.37,16.415,59.14
12.7125,1274.19,-0.5999,0.0802,-0.2575,74.34,16.337,61.22
12.7225,1273.57,0.0027,0.8195,0.0748,74.34,15.744,61.83
12.7325,1272.95,0.6867,-0.1659,-0.0651,74.2,15.975,60.71
12.7425,1272.33,0.0334,-0.9426,0.2889,74.05,15.687,58.52
12.7526,1271.72,-0.7382,-0.0829,-0.0663,74.08,15.78,57.84
12.7626,1271.11,1.0265,1.0686,0.4661,74.02,15.916,57.48
12.7726,1270.5,0.8977,0.0575,-0.181,73.98,16.232,61.16
12.7826,1269.9,-0.2733,-1.1426,0.2467,73.93,16.079,59.3
12.7926,1269.29,-0.8715,-0.0885,-0.3298,74.06,15.779,58.75
12.8026,1268.69,0.3711,0.8679,0.5031,74.17,15.88,59.46
12.8126,1268.09,0.7321,0.1486,-0.2333,74.03,16.062,61.14
12.8226,1267.5,-0.1188,-0.6089,0.1366,73.96,16.171,60.6
12.8326,1266.9,-0.4899,0.1532,-0.2349,74.02,15.071,60.44
12.8426,1266.31,0.0956,0.6896,0.0862,74.06,15.284,60.68
12.8526,1265.72,0.3766,-0.0532,-0.2923,74.04,16.369,59.65
12.8626,1265.13,-0.8825,-1.0975,0.1044,73.91,15.778,59.93
12.8726,1264.55,-0.6226,0.0745,-0.3878,73.82,15.589,59.8
12.8826,1263.96,0.0008,1.1989,0.0652,73.75,15.662,59.4
12.8926,1263.38,0.1282,0.0209,0.1093,73.76,15.655,60.52
12.9026,1262.8,-0.2154,-0.8963,0.2934,73.92,16.058,59.88
12.9126,1262.23,-0.0253,0.2677,-0.0442,73.83,15.218,58.21
12.9226,1261.65,0.3303,0.9617,0.3597,73.71,15.778,60.08
12.9326,1261.08,1.0238,0.2075,0.092,73.68,15.881,59.6
12.9426,1260.51,-0.3078,-1.1323,-0.0826,73.77,15.949,60.15
12.9526,1259.95,-0.801,0.0719,-0.3677,73.6,15.855,59.01
12.9626,1259.38,0.6083,0.6016,0.0626,73.73,15.995,60.39
12.9726,1258.82,0.6834,-0.1863,-0.2537,73.7,15.443,59.21
12.9826,1258.26,-0.2525,-0.9199,0.1382,73.61,15.252,60.39
12.9926,1257.71,-0.6731,-0.243,-0.2503,73.43,16.944,58.01
13.0026,1257.15,0.1325,0.7772,0.2162,73.48,15.558,58.54
13.0126,1256.6,1.0663,-0.2643,-0.178,73.45,15.609,59.97
13.0226,1256.05,-0.3856,-0.5922,0.0749,73.45,16.034,58.43
13.0326,1255.5,-0.9945,0.1866,-0.5097,73.34,16.486,62.03
13.0426,1254.96,0.4942,0.3444,0.0345,73.29,15.409,59.86
13.0526,1254.41,0.4974,0.3394,-0.2658,73.23,15.174,59.07
13.0626,1253.87,-0.325,-1.0332,0.1464,73.2,15.046,60.27
13.0726,1253.34,-0.7688,0.1201,-0.353,73.12,16.457,57.84
13.0826,1252.8,0.6595,0.8128,0.1099,72.95,15.134,60.24
13.0926,1252.27,0.9076,0.1007,-0.3532,73.21,15.633,60.17
13.1026,1251.74,-0.3414,-0.8755,0.1647,73.06,15.151,60.76
13.1126,1251.21,-0.519,0.2101,-0.3446,73.06,14.909,58.27
13.1226,1250.68,0.7511,0.5187,0.0563,72.87,15.48,56.82
13.1326,1250.16,0.9309,0.2443,-0.38,72.65,15.151,57.71
13.1426,1249.64,-0.3312,-0.5527,0.1607,72.65,15.267,58.15
13.1526,1249.12,-1.1562,0.0873,-0.3137,72.65,16.609,60.66
13.1626,1248.61,0.015,1.4085,0.3198,72.77,15.812,61.73
13.1726,1248.09,0.6703,-0.0411,-0.1229,72.79,16.059,58.88
13.1826,1247.58,-0.5175,-0.5874,0.1734,72.76,15.999,58.37
13.1926,1247.07,-0.8171,-0.1171,-0.3035,72.65,15.529,57.9
13.2026,1246.57,0.3519,1.1345,0.241,72.79,15.353,59.77
13.2126,1246.07,0.9191,0.088,-0.0803,72.87,15.691,61.73
13.2226,1245.56,-0.3563,-0.9225,0.2054,72.73,15.644,61.06
13.2326,1245.07,-0.6134,0.2371,0.0566,72.72,15.269,60.18
13.2426,1244.57,0.3547,0.702,0.253,72.72,15.612,60.04
13.2527,1244.08,0.1659,-0.2644,-0.047,72.67,15.188,59.69
13.2627,1243.59,-0.6173,-0.9535,0.2041,72.73,15.449,58.31
13.2727,1243.1,-0.801,0.0666,-0.0828,72.8,15.36,57.32
13.2827,1242.61,-0.0272,1.1717,0.0646,72.77,14.887,58.5
13.2927,1242.13,0.9369,0.1154,-0.253,72.73,14.34,59.29
13.3027,1241.65,0.1233,-0.4936,0.2366,72.86,15.039,56.32
13.3127,1241.17,-0.3905,-0.4266,-0.1329,72.94,16.405,57.89
13.3227,1240.7,0.2721,0.7118,0.2604,72.93,15.342,57.18
13.3327,1240.22,1.2026,0.0143,-0.0193,72.75,15.878,59.67
13.3427,1239.75,-0.2918,-0.8506,-0.0294,72.77,14.422,57.76
13.3527,1239.29,-0.8557,-0.0648,-0.3306,72.83,14.974,58.92
13.3627,1238.82,0.1526,0.9942,0.2189,72.54,14.794,57.27
13.3727,1238.36,0.663,-0.0259,-0.2931,72.55,15.364,60.53
13.3827,1237.9,-0.4533,-0.7861,0.6912,72.49,16.67,55.15
13.3927,1237.44,-0.7019,-0.096,-0.1072,72.45,15.683,58.68
13.4027,1236.99,0.3852,0.5889,0.1728,72.35,16.295,55.8
13.4127,1236.53,0.7532,0.0557,-0.2619,72.32,15.314,57.21
13.4227,1236.08,-0.2062,-0.8557,0.1126,72.45,16.117,58.09
13.4327,1235.64,-0.3943,-0.1248,-0.1802,72.39,16.466,58.02
13.4427,1235.19,0.6224,0.8272,0.2015,72.47,15.368,58.33
13.4527,1234.75,0.3053,0.1019,-0.2533,72.38,15.147,58.22
13.4627,1234.31,-1.1039,-0.9268,0.1438,72.44,14.752,57.16
13.4727,1233.88,-0.4697,0.2358,0.0168,72.43,15.251,57.71
13.4827,1233.44,-0.0721,0.5258,0.3925,72.45,15.44,57.94
13.4927,1233.01,0.6818,-0.0984,-0.1471,72.43,16.409,57.87
13.5027,1232.58,-0.6892,-0.1227,-0.0162,72.48,14.74,57.99
13.5127,1232.16,-1.2891,-0.3408,-0.1042,72.21,15.411,58.83
13.5227,1231.73,0.5009,0.4787,0.4182,72.06,14.469,58.06
13.5327,1231.31,0.9755,0.2643,0.0204,72.09,15.157,58.02
13.5427,1230.89,-0.5116,-1.3359,0.2953,71.87,15.52,56.91
13.5527,1230.48,-1.5244,-0.1389,0.0282,71.81,15.615,55.83
13.5627,1230.07,0.1751,1.3526,0.1932,71.79,15.647,57.6
13.5727,1229.66,0.8639,-0.3067,-0.091,71.7,15.546,59.15
13.5827,1229.25,-0.7828,-1.3111,0.0831,71.62,15.632,57.92
13.5927,1228.84,-0.6907,-0.4538,-0.1415,71.63,15.359,56.11
13.6027,1228.44,0.3348,1.0398,0.3848,71.72,14.806,58.75
13.6127,1228.04,0.9188,0.3596,-0.2738,71.62,14.399,57.08
13.6227,1227.65,-0.3038,-0.9428,0.0562,71.55,15.046,58.41
13.6327,1227.25,-1.0362,0.0929,-0.1708,71.46,15.246,56.66
13.6427,1226.86,0.6989,1.1618,0.1515,71.21,15.935,57.4
13.6527,1226.47,0.696,0.5241,-0.0882,71.22,15.252,56.28
13.6627,1226.09,-0.3484,-0.8753,0.1176,71.3,15.199,56.36
13.6727,1225.7,-1.0229,-0.6521,0.0721,71.39,15.485,54.7
13.6827,1225.32,0.2074,0.6081,-0.0078,71.3,15.151,57.85
13.6927,1224.95,0.4768,-0.0305,0.0023,71.16,15.686,57.39
13.7027,1224.57,-0.3926,-0.8776,0.071,71.16,16.265,57.29
13.7127,1224.2,-0.2281,-0.1226,-0.4552,71.23,16.366,57.05
13.7227,1223.83,-0.0706,1.0921,0.2215,71.24,15.314,55.8
13.7327,1223.46,0.2568,0.3937,-0.2241,71.26,15.428,58.35
13.7427,1223.1,0.1001,-0.8549,0.0195,71.36,16.044,58.24
13.7528,1222.74,-0.803,0.2001,-0.4382,71.28,15.174,55.77
13.7628,1222.38,0.1407,0.9009,0.1848,71.25,15.584,57.6
13.7728,1222.02,1.0516,0.0901,-0.0397,71.4,14.671,58.45
13.7828,1221.67,-0.5234,-0.5845,0.2739,71.37,15.078,56.28
13.7928,1221.32,-0.1912,-0.0553,-0.1777,71.23,15.807,56.23
13.8028,1220.97,0.5454,1.3251,0.258,71.16,14.865,57.71
13.8128,1220.63,0.592,-0.2867,-0.1903,71.06,15.155,54.49
13.8228,1220.28,0.3049,-0.9391,-0.0282,71.08,14.426,55.33
13.8328,1219.95,-0.9194,-0.1039,-0.3995,70.98,16.211,54.88
13.8428,1219.61,0.5652,0.9197,0.1559,71.0,15.835,53.78
13.8528,1219.27,0.8269,0.3888,-0.2105,70.92,15.293,58.21
13.8628,1218.94,0.0477,-0.8156,0.3141,70.7,15.447,53.42
13.8728,1218.62,-0.268,-0.4268,-0.0729,70.72,15.387,56.93
13.8828,1218.29,0.3527,1.0197,0.2774,70.73,15.876,57.48
13.8928,1217.97,0.5098,0.2594,-0.2287,70.78,14.92,56.11
13.9028,1217.65,-0.2054,-1.2942,-0.0204,70.7,15.54,55.31
13.9128,1217.33,-0.9386,-0.0711,-0.1249,70.62,15.708,56.55
13.9228,1217.02,0.9477,0.4108,0.2656,70.65,15.772,56.19
13.9328,1216.7,0.7756,-0.0966,-0.5451,70.79,14.03,58.27
13.9428,1216.4,-0.4536,-1.0337,0.0617,70.79,14.855,52.56
13.9528,1216.09,-0.6787,0.1333,-0.2906,70.82,14.641,55.19
13.9628,1215.79,-0.0599,0.8368,0.2047,70.78,15.221,57.2
13.9728,1215.49,0.442,-0.2529,-0.3075,70.62,14.133,56.66
13.9828,1215.19,0.0156,-0.5872,0.1814,70.71,14.114,57.75
13.9928,1214.89,-0.93,-0.4264,-0.2187,70.79,16.217,56.41
14.0028,1214.6,0.0308,0.8894,0.1633,70.86,15.436,56.06
14.0128,1214.31,0.8934,-0.1361,-0.2947,70.83,15.183,55.86
14.0228,1214.03,0.0106,-0.898,0.0915,70.88,15.3,59.77
14.0328,1213.74,-0.5161,0.0592,-0.3494,70.96,15.187,58.64
14.0428,1213.46,0.6442,0.9366,0.2444,71.12,15.608,57.02
14.0528,1213.18,0.5042,0.4006,-0.1018,71.2,14.789,56.67
14.0628,1212.91,-0.7723,-0.8265,0.0719,71.2,15.194,57.22
14.0728,1212.64,-0.2803,0.0108,0.0405,71.06,15.21,57.56
14.0828,1212.37,0.2492,0.6961,0.1404,71.07,14.568,57.13
14.0928,1212.1,0.6549,0.1108,0.0418,71.08,15.726,55.02
14.1028,1211.84,0.0521,-0.6954,0.0914,71.14,14.86,59.1
14.1128,1211.58,-0.5628,-0.0893,-0.4918,71.27,15.587,56.62
14.1228,1211.32,0.4834,0.354,0.2482,71.25,15.132,59.38
14.1328,1211.06,1.3786,0.1471,-0.1506,71.45,15.887,56.5
14.1428,1210.81,-0.54,-0.7135,0.1931,71.26,14.545,56.14
14.1528,1210.56,-0.4502,-0.2337,-0.2844,71.29,14.52,58.59
14.1628,1210.32,0.3644,0.4833,0.1829,71.2,14.605,56.88
14.1728,1210.07,0.8086,0.4321,-0.2648,71.0,15.12,56.36
14.1828,1209.83,0.1109,-0.6812,0.1428,70.97,15.82,54.12
14.1928,1209.59,-0.5752,-0.1199,-0.062,70.81,15.842,56.81
14.2028,1209.36,0.5094,0.5196,0.2159,70.79,13.887,55.64
14.2128,1209.13,1.0488,-0.1434,-0.0969,70.78,15.162,55.3
14.2228,1208.9,-0.4577,-0.4779,0.1537,70.89,13.427,55.8
14.2328,1208.67,-0.9783,-0.0271,-0.2398,70.73,15.427,56.49
14.2428,1208.45,0.0351,0.6657,0.0155,70.81,15.585,53.51
14.2529,1208.23,0.1362,0.1884,-0.2441,70.81,15.002,55.66
14.2629,1208.01,0.268,-1.0066,-0.3095,70.9,15.06,57.46
14.2729,1207.79,-1.0566,0.3147,-0.2773,70.85,15.051,54.08
14.2829,1207.58,0.2829,1.141,0.1765,70.71,14.618,56.25
14.2929,1207.37,0.6421,-0.0567,-0.1043,70.58,15.222,54.78
14.3029,1207.17,-0.2573,-0.9597,0.1486,70.44,14.887,55.14
14.3129,1206.96,-0.4799,-0.714,-0.1368,70.48,15.464,58.06
14.3229,1206.76,0.6081,0.4319,-0.1379,70.62,14.938,53.32
14.3329,1206.56,0.5493,-0.2759,-0.1976,70.56,14.561,57.0
14.3429,1206.37,-0.4004,-0.7683,-0.0628,70.61,14.22,55.25
14.3529,1206.18,-0.639,-0.14,-0.3705,70.45,14.052,55.13
14.3629,1205.99,0.276,0.4656,0.1612,70.46,15.637,53.77
14.3729,1205.8,1.2055,-0.0124,0.0021,70.52,14.748,56.85
14.3829,1205.62,-0.2036,-0.6753,0.2451,70.37,15.143,55.22
14.3929,1205.44,-0.5024,0.0746,-0.1868,70.34,15.862,54.79
14.4029,1205.26,0.5502,0.3266,0.1866,70.41,14.685,55.8
14.4129,1205.09,1.0745,0.0248,-0.2967,70.11,14.649,55.23
14.4229,1204.92,-0.2973,-1.1471,0.1081,70.24,14.894,52.46
14.4329,1204.75,-1.1111,0.1691,-0.1257,70.26,14.971,54.7
14.4429,1204.58,0.4719,0.9971,-0.018,70.33,15.897,56.52
14.4529,1204.42,0.5262,-0.1687,-0.1009,70.28,15.732,52.92
14.4629,1204.26,-0.5109,-0.9924,0.1317,70.1,15.257,53.59
14.4729,1204.1,-0.5453,-0.1706,-0.0662,70.15,15.668,54.47
14.4829,1203.95,0.7242,0.2375,0.3343,70.14,14.85,54.24
14.4929,1203.8,0.7272,0.1388,-0.4411,70.13,15.086,55.2
14.5029,1203.65,-0.2604,-0.8688,0.103,70.24,14.782,53.73
14.5129,1203.51,-0.2097,0.1883,-0.3186,70.3,14.285,54.96
14.5229,1203.36,0.4257,0.5258,-0.0815,70.49,15.529,55.17
14.5329,1203.22,1.5005,-0.101,-0.3453,70.5,15.19,56.31
14.5429,1203.09,-0.1842,-1.1769,0.5567,70.42,14.93,57.23
14.5529,1202.95,-1.2478,-0.3043,-0.0992,70.39,14.916,54.94
14.5629,1202.82,0.5802,0.5046,0.4783,70.43,14.161,58.4
14.5729,1202.7,0.8336,0.3017,-0.0664,70.52,14.423,55.24
14.5829,1202.57,0.0323,-0.9746,0.0795,70.37,15.077,56.47
14.5929,1202.45,-0.5169,-0.0211,-0.2481,70.36,14.641,58.24
14.6029,1202.33,0.3134,0.7047,0.2792,70.51,14.794,55.57
14.6129,1202.22,0.3512,-0.2657,-0.1254,70.48,14.847,53.25
14.6229,1202.1,-0.4181,-0.8418,0.1045,70.57,14.556,55.56
14.6329,1201.99,-0.9733,0.0986,-0.4177,70.61,14.41,54.56
14.6429,1201.89,0.1816,0.4977,0.6844,70.69,14.085,55.19
14.6529,1201.78,0.8944,0.2529,-0.2125,70.6,14.815,58.3
14.6629,1201.68,0.1448,-1.012,0.1425,70.51,15.195,53.32
14.6729,1201.58,-0.599,-0.1709,-0.1745,70.51,14.061,55.93
14.6829,1201.49,-0.0022,0.9321,0.1551,70.35,14.868,53.82
14.6929,1201.39,0.8505,-0.1162,-0.1732,70.31,15.018,54.6
14.7029,1201.31,0.0021,-0.79,0.3847,70.33,14.38,56.37
14.7129,1201.22,-0.8997,-0.1278,-0.2105,70.5,15.583,55.44
14.7229,1201.14,0.3171,0.8316,0.0175,70.53,14.677,54.9
14.7329,1201.06,0.7209,-0.5466,-0.2162,70.59,14.816,54.23
14.7429,1200.98,-0.5932,-1.2566,0.1224,70.69,14.784,55.73
14.753,1200.9,-0.5217,0.1059,0.0215,70.59,13.977,57.99
14.763,1200.83,0.3218,1.0584,0.3678,70.56,15.364,53.63
14.773,1200.76,0.8417,-0.18,-0.1761,70.8,14.379,58.25
14.783,1200.7,-0.6248,-0.8601,0.0005,70.78,14.736,57.05
14.793,1200.63,-0.8468,0.0266,-0.3763,70.88,15.151,57.22
14.803,1200.57,0.5757,0.9723,0.1948,70.97,15.58,55.53
14.813,1200.52,0.6034,-0.4603,-0.1421,70.81,14.308,57.11
14.823,1200.46,0.1587,-1.0205,0.1365,70.83,14.622,53.75
14.833,1200.41,-0.8348,-0.1292,-0.2648,70.83,15.534,53.97
14.843,1200.36,0.4272,0.9747,0.1039,70.86,15.073,56.26
14.853,1200.32,0.9944,0.6702,-0.1964,70.77,15.174,55.47
14.863,1200.28,-0.7857,-0.8559,-0.1644,70.65,14.311,54.99
14.873,1200.24,-1.2426,-0.3968,-0.3583,70.59,14.644,51.31
14.883,1200.2,-0.0971,0.8994,0.0991,70.57,14.748,54.36
14.893,1200.17,1.0929,0.3748,-0.0121,70.68,14.401,53.4
14.903,1200.14,-0.5266,-0.7719,0.0713,70.86,13.99,56.1
14.913,1200.11,0.0536,-0.2707,-0.1663,70.98,14.57,54.95
14.923,1200.09,0.1922,1.0384,0.2275,71.06,15.501,54.04
14.933,1200.07,0.769,0.2094,0.0011,70.95,14.851,59.07
14.943,1200.05,0.1007,-1.0554,0.3831,70.9,15.507,56.43
14.953,1200.03,-0.1115,0.0523,-0.2024,70.91,14.907,56.62
14.963,1200.02,0.9808,1.0482,0.1225,70.83,14.433,58.44
14.973,1200.01,1.0756,0.338,-0.2935,70.88,15.453,56.04
14.983,1200.0,-0.0556,-0.8155,0.1579,70.94,14.918,53.86
14.993,1200.0,-0.5351,-0.1316,-0.2592,70.98,15.291,53.58
15.003,1200.0,0.5968,1.1057,0.2772,71.08,14.274,56.7
15.013,1200.0,0.5473,-0.261,-0.1312,70.97,15.326,51.78
15.023,1200.01,-0.6092,-0.6893,0.2831,71.06,15.339,54.78
15.033,1200.02,-0.7135,-0.3835,-0.0056,70.97,14.948,51.7
15.043,1200.03,0.3131,1.0653,0.474,70.87,14.398,55.21
15.053,1200.04,0.5763,-0.024,-0.1759,70.91,14.777,56.24
15.063,1200.06,-0.1557,-0.4819,0.3597,71.02,15.104,55.32
15.073,1200.08,-0.4254,0.0828,-0.2476,71.06,14.914,56.37
15.083,1200.1,0.3916,0.4933,0.3727,71.05,15.096,57.84
15.093,1200.13,1.1551,0.3957,-0.0358,71.07,15.3,54.62
15.103,1200.16,-0.7081,-0.4113,0.3464,71.07,14.468,59.28
15.113,1200.19,-0.7697,0.1815,-0.1811,70.95,14.213,55.39
15.123,1200.22,0.151,0.6088,0.095,70.81,14.77,56.25
15.133,1200.26,0.1515,-0.038,-0.4046,70.79,14.623,53.93
15.143,1200.3,-0.3913,-0.7629,0.1895,70.79,15.179,57.1
15.153,1200.35,-0.7478,-0.214,0.0344,70.78,14.248,56.49
15.163,1200.39,0.821,1.2225,0.1492,70.84,15.294,56.84
15.173,1200.44,0.9003,0.0736,-0.078,70.81,15.459,54.64
15.183,1200.5,-0.6747,-1.4753,0.3224,70.85,14.781,52.89
15.193,1200.55,-0.1547,0.0478,-0.2385,70.83,14.81,55.43
15.203,1200.61,0.7342,0.7125,0.3935,71.0,14.395,52.39
15.213,1200.67,0.8854,0.0178,-0.6324,71.0,14.506,54.39
15.223,1200.74,-0.4363,-0.8918,0.0128,71.22,14.572,55.26
15.233,1200.8,-0.9984,0.1657,-0.3337,71.24,15.496,58.26
15.243,1200.87,0.2572,1.0797,0.0735,71.21,14.738,55.37
15.2531,1200.95,1.0371,0.1063,-0.1461,71.11,14.112,55.23
15.2631,1201.02,0.196,-0.8847,0.2401,70.95,14.899,54.6
15.2731,1201.1,-0.2473,-0.0454,-0.1376,70.84,15.184,52.53
15.2831,1201.19,0.2232,0.8049,0.2862,70.74,14.757,54.74
15.2931,1201.27,0.3743,-0.1661,-0.3395,70.77,15.503,54.55
15.3031,1201.36,-0.3281,-0.6554,0.0143,70.71,15.157,53.0
15.3131,1201.45,-1.2406,0.081,-0.1377,70.72,14.242,52.94
15.3231,1201.54,0.4678,1.1854,0.1027,70.83,14.49,53.98
15.3331,1201.64,0.6657,0.3474,-0.4329,70.82,14.878,54.66
15.3431,1201.74,-0.5112,-0.9719,0.3431,71.01,13.931,54.25
15.3531,1201.84,-1.1882,0.172,0.0117,70.88,14.932,52.98
15.3631,1201.95,0.526,0.5629,0.4312,70.86,13.882,55.28
15.3731,1202.06,0.5499,0.2065,-0.1697,70.79,15.274,55.2
15.3831,1202.17,-0.7234,-0.9299,0.2917,70.88,15.215,54.62
15.3931,1202.28,-1.5713,-0.2879,0.0075,70.64,15.013,53.53
15.4031,1202.4,0.3647,0.871,0.1019,70.49,14.422,55.36
